trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,timepoint
R8_10_R8_TOYODA_P1_01_weekday_R3_955,10:24:00,10:24:00,100_01,27,豊田,1,0,1
R8_10_R8_TOYODA_P1_01_weekday_R4_1210,12:10:00,12:10:00,109_01,1,豊田,0,1,1
R8_10_R8_TOYODA_P1_01_weekday_R4_1210,12:11:00,12:11:00,108_01,2,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R4_1210,12:12:00,12:12:00,103_01,3,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R4_1210,12:15:00,12:15:00,102_01,4,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R4_1210,12:17:00,12:17:00,100_01,5,豊田,1,0,1
R8_10_R8_TOYODA_P1_01_weekday_R5_1325,13:25:00,13:25:00,126_01,1,豊田,0,1,1
R8_10_R8_TOYODA_P1_01_weekday_R5_1325,13:26:00,13:26:00,125_01,2,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R5_1325,13:27:00,13:27:00,124_01,3,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R5_1325,13:28:00,13:28:00,123_01,4,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R5_1325,13:29:00,13:29:00,122_01,5,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R5_1325,13:30:00,13:30:00,121_01,6,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R5_1325,13:31:00,13:31:00,120_01,7,豊田,0,0,1
